Type,id,location,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--MinCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--min_capacity,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--investment_cost,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_RN_rooftop_pv,BR_RN,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4245.2172,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv,BR_PB,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4925.718,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv,BR_PE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12090.7584,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv,BR_AL,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4142.3508,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv,BR_SE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2947.518,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv,BR_BA,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,20074.7736,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv,BR_MG,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,24589.7568,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv,BR_ES,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4619.6304,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv,BR_RJ,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,17841.3312,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv,BR_SP,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,48466.2948,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv,BR_PR,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12117.1728,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv,BR_SC,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,7912.1412,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv,BR_RS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,11680.2864,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv,BR_MS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4161.9912,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv,BR_MT,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,5253.594,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv,BR_GO,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,10073.8176,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv,BR_DF,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2731.0512,0,34000,0,1530531.646,system/availability_rooftop_pv_2040.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
VRE,BR_AC_rooftop_pv_existing,BR_AC,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,54,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_AC_rooftop_pv,elec_BR_AC,54,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv_existing,BR_AL,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,94,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_AL_rooftop_pv,elec_BR_AL,94,100,https://doi.org/10.2172/1236153
VRE,BR_AM_rooftop_pv_existing,BR_AM,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,43,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_AM_rooftop_pv,elec_BR_AM,43,100,https://doi.org/10.2172/1236153
VRE,BR_AP_rooftop_pv_existing,BR_AP,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,46,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_AP_rooftop_pv,elec_BR_AP,46,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv_existing,BR_BA,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,393,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_BA_rooftop_pv,elec_BR_BA,393,100,https://doi.org/10.2172/1236153
VRE,BR_CE_rooftop_pv_existing,BR_CE,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,305,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_CE_rooftop_pv,elec_BR_CE,305,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv_existing,BR_DF,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,87,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_DF_rooftop_pv,elec_BR_DF,87,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv_existing,BR_ES,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,274,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_ES_rooftop_pv,elec_BR_ES,274,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv_existing,BR_GO,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,338,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_GO_rooftop_pv,elec_BR_GO,338,100,https://doi.org/10.2172/1236153
VRE,BR_MA_rooftop_pv_existing,BR_MA,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,145,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_MA_rooftop_pv,elec_BR_MA,145,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv_existing,BR_MG,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,484,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_MG_rooftop_pv,elec_BR_MG,484,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv_existing,BR_MS,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,256,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_MS_rooftop_pv,elec_BR_MS,256,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv_existing,BR_MT,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,463,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_MT_rooftop_pv,elec_BR_MT,463,100,https://doi.org/10.2172/1236153
VRE,BR_PA_rooftop_pv_existing,BR_PA,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,269,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_PA_rooftop_pv,elec_BR_PA,269,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv_existing,BR_PB,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,110,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_PB_rooftop_pv,elec_BR_PB,110,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv_existing,BR_PE,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,314,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_PE_rooftop_pv,elec_BR_PE,314,100,https://doi.org/10.2172/1236153
VRE,BR_PI_rooftop_pv_existing,BR_PI,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,127,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_PI_rooftop_pv,elec_BR_PI,127,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv_existing,BR_PR,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,696,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_PR_rooftop_pv,elec_BR_PR,696,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv_existing,BR_RJ,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,315,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_RJ_rooftop_pv,elec_BR_RJ,315,100,https://doi.org/10.2172/1236153
VRE,BR_RN_rooftop_pv_existing,BR_RN,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,94,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_RN_rooftop_pv,elec_BR_RN,94,100,https://doi.org/10.2172/1236153
VRE,BR_RO_rooftop_pv_existing,BR_RO,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,164,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_RO_rooftop_pv,elec_BR_RO,164,100,https://doi.org/10.2172/1236153
VRE,BR_RR_rooftop_pv_existing,BR_RR,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,29,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_RR_rooftop_pv,elec_BR_RR,29,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv_existing,BR_RS,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,380,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_RS_rooftop_pv,elec_BR_RS,380,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv_existing,BR_SC,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,359,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_SC_rooftop_pv,elec_BR_SC,359,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv_existing,BR_SE,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,60,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_SE_rooftop_pv,elec_BR_SE,60,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv_existing,BR_SP,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,1042,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_SP_rooftop_pv,elec_BR_SP,1042,100,https://doi.org/10.2172/1236153
VRE,BR_TO_rooftop_pv_existing,BR_TO,FALSE,FALSE,TRUE,TRUE,TRUE,Electricity,FALSE,TRUE,Electricity,25,0.1075,10,135,0,34000,0,0,system/availability_rooftop_pv_2025.csv,BR_TO_rooftop_pv,elec_BR_TO,135,100,https://doi.org/10.2172/1236153
