Type,id,location,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--investment_cost,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_CW_Class0,BR_CW,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,4265681.477,11494.25287,0,632183.908,system/availability_solar.csv,BR_CW_Class0,elec_CW,0.225,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_CW_Class1,BR_CW,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,13751112.219,11494.25287,0,727969.3487,system/availability_solar.csv,BR_CW_Class1,elec_CW,306.27,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_CW_Class2,BR_CW,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,3779972.125,11494.25287,0,823754.7893,system/availability_solar.csv,BR_CW_Class2,elec_CW,0.0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_CW_Class3,BR_CW,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,6100271.796,11494.25287,0,957854.4061,system/availability_solar.csv,BR_CW_Class3,elec_CW,1.45,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_N_Class0,BR_N,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,870671.891,11494.25287,0,632183.908,system/availability_solar.csv,BR_N_Class0,elec_N,0.0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_N_Class1,BR_N,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,2737706.846,11494.25287,0,727969.3487,system/availability_solar.csv,BR_N_Class1,elec_N,0.0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_N_Class2,BR_N,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,4467661.758,11494.25287,0,823754.7893,system/availability_solar.csv,BR_N_Class2,elec_N,3.4739999999999998,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_N_Class3,BR_N,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,3948221.167,11494.25287,0,957854.4061,system/availability_solar.csv,BR_N_Class3,elec_N,13.75,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_NE_Class0,BR_NE,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,14893690.579,11494.25287,0,632183.9079999999,system/availability_solar.csv,BR_NE_Class0,elec_NE,8469.89118,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_NE_Class1,BR_NE,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,9724160.321,11494.25287,0,727969.3487,system/availability_solar.csv,BR_NE_Class1,elec_NE,3323.12225,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_NE_Class2,BR_NE,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,46569.475,11494.25287,0,823754.7893,system/availability_solar.csv,BR_NE_Class2,elec_NE,0.0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_NE_Class3,BR_NE,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,4360656.33,11494.25287,0,957854.4061,system/availability_solar.csv,BR_NE_Class3,elec_NE,0.0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_S_Class0,BR_S,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,188733.8,11494.25287,0,632183.908,system/availability_solar.csv,BR_S_Class0,elec_S,0.0,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_S_Class1,BR_S,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,360411.353,11494.25287,0,727969.3487,system/availability_solar.csv,BR_S_Class1,elec_S,1.158,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_S_Class3,BR_S,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,4679198.431,11494.25287,0,957854.4060999999,system/availability_solar.csv,BR_S_Class3,elec_S,15.408000000000001,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_SE_Class0,BR_SE,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,5314938.725,11494.25287,0,632183.908,system/availability_solar.csv,BR_SE_Class0,elec_SE,6527.2604200000005,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
VRE,BR_SE_Class1,BR_SE,True,True,True,True,Electricity,True,True,Electricity,25,0.1075,10,2263537.401,11494.25287,0,727969.3487,system/availability_solar.csv,BR_SE_Class1,elec_SE,858.382,100,https://www.epe.gov.br/sites-pt/publicacoes-dados-abertos/publicacoes/PublicacoesArquivos/publicacao-804/topico-758/PDE2034_Aprovado.pdf
