Type,id,location,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--MinCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--min_capacity,edges--edge--fixed_om_cost_25-A,edges--edge--fixed_om_cost_25-B,edges--edge--fixed_om_cost_25-C,edges--edge--variable_om_cost,edges--edge--investment_cost_25-A,edges--edge--investment_cost_25-B,edges--edge--investment_cost_25-C,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_PE_rooftop_pv,BR_PE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12090.7584,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv,BR_AL,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4142.3508,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv,BR_SE,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2947.518,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv,BR_BA,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,20074.7736,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv,BR_MG,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,24589.7568,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv,BR_ES,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4619.6304,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv,BR_RJ,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,17841.3312,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv,BR_SP,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,48466.2948,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv,BR_PR,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12117.1728,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv,BR_SC,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,7912.1412,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv,BR_RS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,11680.2864,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv,BR_MS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4161.9912,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv,BR_MT,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,5253.594,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv,BR_GO,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,10073.8176,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv,BR_DF,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2731.0512,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
VRE,BR_RO_rooftop_pv_mandatoryB,BR_RO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1700.328,670.2552,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RO_rooftop_pv,elec_BR_RO,0,100,https://doi.org/10.2172/1236153
VRE,BR_AC_rooftop_pv_mandatoryB,BR_AC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,776.874,306.2373,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AC_rooftop_pv,elec_BR_AC,0,100,https://doi.org/10.2172/1236153
VRE,BR_AM_rooftop_pv_mandatoryB,BR_AM,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,3107.496,1224.9492,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AM_rooftop_pv,elec_BR_AM,0,100,https://doi.org/10.2172/1236153
VRE,BR_RR_rooftop_pv_mandatoryB,BR_RR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,515.9616,203.3878,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RR_rooftop_pv,elec_BR_RR,0,100,https://doi.org/10.2172/1236153
VRE,BR_PA_rooftop_pv_mandatoryB,BR_PA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7592.844,2993.0363,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PA_rooftop_pv,elec_BR_PA,0,100,https://doi.org/10.2172/1236153
VRE,BR_AP_rooftop_pv_mandatoryB,BR_AP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,627.3624,247.3011,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AP_rooftop_pv,elec_BR_AP,0,100,https://doi.org/10.2172/1236153
VRE,BR_TO_rooftop_pv_mandatoryB,BR_TO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1609.4484,634.4312,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_TO_rooftop_pv,elec_BR_TO,0,100,https://doi.org/10.2172/1236153
VRE,BR_MA_rooftop_pv_mandatoryB,BR_MA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,8656.6032,3412.3613,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MA_rooftop_pv,elec_BR_MA,0,100,https://doi.org/10.2172/1236153
VRE,BR_PI_rooftop_pv_mandatoryB,BR_PI,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4415.3424,1740.4914,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PI_rooftop_pv,elec_BR_PI,0,100,https://doi.org/10.2172/1236153
VRE,BR_CE_rooftop_pv_mandatoryB,BR_CE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11481.4728,4525.9016,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_CE_rooftop_pv,elec_BR_CE,0,100,https://doi.org/10.2172/1236153
VRE,BR_RN_rooftop_pv_mandatoryB,BR_RN,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4245.2172,1673.4295,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv_mandatoryB,BR_PB,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4925.718,1941.6773,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv_mandatoryB,BR_PE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12090.7584,4766.0769,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv_mandatoryB,BR_AL,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4142.3508,1632.8804,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv_mandatoryB,BR_SE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2947.518,1161.8872,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv_mandatoryB,BR_BA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,20074.7736,7913.3096,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv_mandatoryB,BR_MG,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,24589.7568,9693.0786,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv_mandatoryB,BR_ES,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4619.6304,1821.0201,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv_mandatoryB,BR_RJ,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,17841.3312,7032.9051,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv_mandatoryB,BR_SP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,48466.2948,19105.0124,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv_mandatoryB,BR_PR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12117.1728,4776.4892,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv_mandatoryB,BR_SC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7912.1412,3118.9006,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv_mandatoryB,BR_RS,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11680.2864,4604.2722,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv_mandatoryB,BR_MS,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4161.9912,1640.6225,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv_mandatoryB,BR_MT,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,5253.594,2070.9233,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv_mandatoryB,BR_GO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,10073.8176,3971.0155,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv_mandatoryB,BR_DF,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2731.0512,1076.5578,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
VRE,BR_RO_rooftop_pv_mandatoryC,BR_RO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1700.328,1143.2069,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RO_rooftop_pv,elec_BR_RO,0,100,https://doi.org/10.2172/1236153
VRE,BR_AC_rooftop_pv_mandatoryC,BR_AC,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,776.874,522.3273,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AC_rooftop_pv,elec_BR_AC,0,100,https://doi.org/10.2172/1236153
VRE,BR_AM_rooftop_pv_mandatoryC,BR_AM,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,3107.496,2089.3092,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AM_rooftop_pv,elec_BR_AM,0,100,https://doi.org/10.2172/1236153
VRE,BR_RR_rooftop_pv_mandatoryC,BR_RR,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,515.9616,346.9042,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RR_rooftop_pv,elec_BR_RR,0,100,https://doi.org/10.2172/1236153
VRE,BR_PA_rooftop_pv_mandatoryC,BR_PA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,7592.844,5105.0102,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PA_rooftop_pv,elec_BR_PA,0,100,https://doi.org/10.2172/1236153
VRE,BR_AP_rooftop_pv_mandatoryC,BR_AP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,627.3624,421.8039,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AP_rooftop_pv,elec_BR_AP,0,100,https://doi.org/10.2172/1236153
VRE,BR_TO_rooftop_pv_mandatoryC,BR_TO,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,1609.4484,1082.1045,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_TO_rooftop_pv,elec_BR_TO,0,100,https://doi.org/10.2172/1236153
VRE,BR_MA_rooftop_pv_mandatoryC,BR_MA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,8656.6032,5820.2233,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MA_rooftop_pv,elec_BR_MA,0,100,https://doi.org/10.2172/1236153
VRE,BR_PI_rooftop_pv_mandatoryC,BR_PI,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4415.3424,2968.6331,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PI_rooftop_pv,elec_BR_PI,0,100,https://doi.org/10.2172/1236153
VRE,BR_CE_rooftop_pv_mandatoryC,BR_CE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,11481.4728,7719.5101,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_CE_rooftop_pv,elec_BR_CE,0,100,https://doi.org/10.2172/1236153
VRE,BR_RN_rooftop_pv_mandatoryC,BR_RN,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4245.2172,2854.2503,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RN_rooftop_pv,elec_BR_RN,0,100,https://doi.org/10.2172/1236153
VRE,BR_PB_rooftop_pv_mandatoryC,BR_PB,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4925.718,3311.7815,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PB_rooftop_pv,elec_BR_PB,0,100,https://doi.org/10.2172/1236153
VRE,BR_PE_rooftop_pv_mandatoryC,BR_PE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,12090.7584,8129.1602,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_PE_rooftop_pv,elec_BR_PE,0,100,https://doi.org/10.2172/1236153
VRE,BR_AL_rooftop_pv_mandatoryC,BR_AL,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4142.3508,2785.0886,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_AL_rooftop_pv,elec_BR_AL,0,100,https://doi.org/10.2172/1236153
VRE,BR_SE_rooftop_pv_mandatoryC,BR_SE,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,2947.518,1981.7488,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_SE_rooftop_pv,elec_BR_SE,0,100,https://doi.org/10.2172/1236153
VRE,BR_BA_rooftop_pv_mandatoryC,BR_BA,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,20074.7736,13497.1723,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_BA_rooftop_pv,elec_BR_BA,0,100,https://doi.org/10.2172/1236153
VRE,BR_MG_rooftop_pv_mandatoryC,BR_MG,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,24589.7568,16532.7984,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_MG_rooftop_pv,elec_BR_MG,0,100,https://doi.org/10.2172/1236153
VRE,BR_ES_rooftop_pv_mandatoryC,BR_ES,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,4619.6304,3105.9851,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv_mandatoryC,BR_RJ,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,17841.3312,11995.5286,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv_mandatoryC,BR_SP,TRUE,TRUE,TRUE,TRUE,TRUE,Electricity,FALSE,FALSE,Electricity,25,0.1075,10,48466.2948,32586.0677,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2035.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
