Type,id,co2_sink,transforms--emission_rate,transforms--conversion_rate,transforms--co2_content,transforms--capture_rate,edges--fuel_edge--commodity,edges--fuel_edge--unidirectional,edges--fuel_edge--has_capacity,edges--fuel_edge--start_vertex,edges--fuel_demand_edge--commodity,edges--fuel_demand_edge--unidirectional,edges--fuel_demand_edge--has_capacity,edges--fuel_demand_edge--end_vertex,edges--co2_emission_edge--commodity,edges--co2_emission_edge--unidirectional,edges--co2_emission_edge--has_capacity,edges--co2_emission_edge--end_vertex,edges--co2_edge--commodity,edges--co2_edge--unidirectional,edges--co2_edge--has_capacity,edges--co2_edge--start_vertex,edges--co2_captured_edge--commodity,edges--co2_captured_edge--end_vertex
GeneralFuelsEndUse,BR_Diesel_fossil_Downstream,co2_sink,0.25,1,0,0,Diesel,TRUE,FALSE,diesel_fossil_BR,Diesel,TRUE,FALSE,diesel_demand_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,BR_Jetfuel_SAF_mandate_Downstream,co2_sink,0.258,1,0,0,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_mandate_demand_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,BR_Jetfuel_SAF_flex_Downstream,co2_sink,0.258,1,0,0,JetFuel_SAF,TRUE,FALSE,jetfuel_SAF_BR,JetFuel,TRUE,FALSE,jetfuel_flex_demand_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,BR_Jetfuel_fossil_flex_Downstream,co2_sink,0.258,1,0,0,JetFuel_Fossil,TRUE,FALSE,jetfuel_fossil_BR,JetFuel,TRUE,FALSE,jetfuel_flex_demand_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,BR_Jetfuel_fossil_mandate_Downstream,co2_sink,0.258,1,0,0,JetFuel_Fossil,TRUE,FALSE,jetfuel_fossil_BR,JetFuel_Fossil,TRUE,FALSE,jetfuel_fossil_mandate_demand_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_AC,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_AC,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_AL,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_AL,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_AP,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_AP,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_AM,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_AM,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_BA,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_BA,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_CE,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_CE,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_DF,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_DF,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_ES,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_ES,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_GO,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_GO,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_MA,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_MA,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_MT,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_MT,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_MS,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_MS,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_MG,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_MG,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_PA,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_PA,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_PB,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_PB,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_PR,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_PR,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_PE,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_PE,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_PI,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_PI,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_RJ,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_RJ,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_RN,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_RN,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_RS,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_RS,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_RO,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_RO,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_RR,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_RR,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_SC,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_SC,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_SP,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_SP,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_SE,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_SE,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
GeneralFuelsEndUse,Residue_not_used_TO,co2_sink,1.558,1,0,0,Residue,TRUE,FALSE,residue_BR_TO,Residue,TRUE,FALSE,residue_disposal_BR,CO2,TRUE,FALSE,co2_sink,CO2,TRUE,FALSE,co2_sink,CO2Captured,co2_captured_BR
