Type,id,location,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--MinCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--min_capacity,edges--edge--fixed_om_cost_25-A,edges--edge--fixed_om_cost_25-B,edges--edge--fixed_om_cost_25-C,edges--edge--variable_om_cost,edges--edge--investment_cost_25-A,edges--edge--investment_cost_25-B,edges--edge--investment_cost_25-C,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_ES_rooftop_pv,BR_ES,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4619.6304,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_ES_rooftop_pv,elec_BR_ES,0,100,https://doi.org/10.2172/1236153
VRE,BR_RJ_rooftop_pv,BR_RJ,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,17841.3312,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_RJ_rooftop_pv,elec_BR_RJ,0,100,https://doi.org/10.2172/1236153
VRE,BR_SP_rooftop_pv,BR_SP,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,48466.2948,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_SP_rooftop_pv,elec_BR_SP,0,100,https://doi.org/10.2172/1236153
VRE,BR_PR_rooftop_pv,BR_PR,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,12117.1728,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_PR_rooftop_pv,elec_BR_PR,0,100,https://doi.org/10.2172/1236153
VRE,BR_SC_rooftop_pv,BR_SC,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,7912.1412,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_SC_rooftop_pv,elec_BR_SC,0,100,https://doi.org/10.2172/1236153
VRE,BR_RS_rooftop_pv,BR_RS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,11680.2864,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_RS_rooftop_pv,elec_BR_RS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MS_rooftop_pv,BR_MS,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,4161.9912,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_MS_rooftop_pv,elec_BR_MS,0,100,https://doi.org/10.2172/1236153
VRE,BR_MT_rooftop_pv,BR_MT,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,5253.594,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_MT_rooftop_pv,elec_BR_MT,0,100,https://doi.org/10.2172/1236153
VRE,BR_GO_rooftop_pv,BR_GO,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,10073.8176,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_GO_rooftop_pv,elec_BR_GO,0,100,https://doi.org/10.2172/1236153
VRE,BR_DF_rooftop_pv,BR_DF,TRUE,FALSE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,25,0.1075,10,2731.0512,0.0000,30226,34000,28186,0,2635524,2519000,2434995,system/availability_rooftop_pv_2050.csv,BR_DF_rooftop_pv,elec_BR_DF,0,100,https://doi.org/10.2172/1236153
